title,franquicia,genres
A Perfect World,,"['Crime', 'Drama', 'Thriller']"
Philadelphia,,['Drama']
The Piano,,"['Drama', 'Romance']"
Poetic Justice,,"['Drama', 'Romance']"
The Program,,['Drama']
The Puppet Masters,,"['Horror', 'Science Fiction', 'Thriller']"
Radioland Murders,,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']"
The Ref,,['Comedy']
The Remains of the Day,,"['Drama', 'Romance']"
Renaissance Man,,"['Comedy', 'War']"
Rising Sun,,"['Action', 'Drama', 'Thriller']"
The Road to Wellville,,"['Comedy', 'Romance']"
RoboCop 3,RoboCop Collection,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']"
Robin Hood: Men in Tights,,['Comedy']
Romeo Is Bleeding,,"['Action', 'Crime', 'Drama', 'Thriller']"
Romper Stomper,,"['Action', 'Drama', 'Thriller']"
Ruby in Paradise,,"['Drama', 'Romance']"
Rudy,,['Drama']
The Saint of Fort Washington,,['Drama']
Savage Nights,,['Drama']
Schindler's List,,"['Drama', 'History', 'War']"
The Scout,,"['Comedy', 'Drama']"
Searching for Bobby Fischer,,['Drama']
Second Best,,['Drama']
The Secret Garden,The Secret Garden Collection,"['Drama', 'Family', 'Fantasy']"
Serial Mom,,"['Comedy', 'Crime', 'Horror', 'Thriller']"
The Shadow,The Shadow Collection,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
Shadowlands,,"['Drama', 'Romance']"
Short Cuts,,"['Comedy', 'Drama']"
A Simple Twist of Fate,,"['Drama', 'Family']"
Sirens,,"['Comedy', 'Drama']"
Six Degrees of Separation,,"['Mystery', 'Drama', 'Comedy']"
Sleepless in Seattle,,"['Comedy', 'Drama', 'Romance']"
Sliver,,"['Drama', 'Thriller']"
Blade Runner,Blade Runner Collection,"['Science Fiction', 'Drama', 'Thriller']"
Son in Law,,"['Comedy', 'Drama', 'Romance']"
So I Married an Axe Murderer,,"['Comedy', 'Crime', 'Romance']"
Striking Distance,,"['Crime', 'Action', 'Mystery', 'Thriller']"
Harem,,"['History', 'Drama', 'Romance']"
Super Mario Bros.,,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Surviving the Game,,"['Action', 'Adventure', 'Thriller', 'Crime']"
Terminal Velocity,,"['Action', 'Thriller']"
Thirty Two Short Films About Glenn Gould,,"['Drama', 'Music']"
Threesome,,"['Comedy', 'Drama', 'Family', 'Romance']"
The Nightmare Before Christmas,,"['Fantasy', 'Animation', 'Family']"
The Three Musketeers,,"['Action', 'Adventure', 'Comedy']"
Tombstone,,"['Action', 'Adventure', 'Drama', 'History', 'Western']"
Trial by Jury,,"['Drama', 'Action', 'Thriller']"
True Romance,,"['Action', 'Thriller', 'Crime', 'Romance']"
The War Room,,"['Documentary', 'History']"
The Pagemaster,,"['Fantasy', 'Science Fiction', 'Family', 'Animation']"
"Paris, France",,"['Drama', 'Comedy']"
"The Beans of Egypt, Maine",,[]
Killer,,"['Thriller', 'Drama', 'Romance']"
Welcome to the Dollhouse,,"['Comedy', 'Drama']"
Germinal,,"['Drama', 'Romance']"
Chasers,,"['Comedy', 'Romance']"
Cronos,,"['Drama', 'Horror', 'Thriller']"
Naked in New York,,"['Comedy', 'Romance']"
Kika,,"['Comedy', 'Drama']"
Bhaji on the Beach,,"['Comedy', 'Drama']"
Little Big League,,"['Comedy', 'Family']"
The Slingshot,,['Drama']
Wide Eyed and Legless,,"['TV Movie', 'Drama', 'Romance', 'Comedy']"
Foreign Student,,"['Drama', 'Romance']"
"Ciao, Professore!",,"['Comedy', 'Foreign']"
Spanking the Monkey,,"['Comedy', 'Drama']"
The Little Rascals,,"['Romance', 'Comedy', 'Family']"
À la mode,,['Comedy']
Andre,,"['Drama', 'Family', 'Adventure']"
The Escort,,"['Thriller', 'Crime', 'Drama']"
Princess Caraboo,,"['Comedy', 'Drama', 'History', 'Mystery']"
The Celluloid Closet,,"['History', 'Documentary']"
Café au Lait,,"['Drama', 'Comedy', 'Romance', 'Foreign']"
Dear Diary,,"['Comedy', 'Drama']"
I Don't Want to Talk About It,,"['Romance', 'Drama']"
The Brady Bunch Movie,The Brady Bunch Collection,['Comedy']
Home Alone,Home Alone Collection,"['Comedy', 'Family']"
Ghost,,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
Aladdin,Aladdin Collection,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']"
Terminator 2: Judgment Day,The Terminator Collection,"['Action', 'Thriller', 'Science Fiction']"
Dances with Wolves,,"['Adventure', 'Drama', 'Western']"
Tough and Deadly,,"['Thriller', 'Action', 'Drama']"
Batman,Batman Collection,"['Fantasy', 'Action']"
The Silence of the Lambs,The Hannibal Lecter Anthology,"['Crime', 'Drama', 'Thriller']"
Snow White and the Seven Dwarfs,,"['Fantasy', 'Animation', 'Family']"
Beauty and the Beast,Beauty and the Beast Collection,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']"
Pinocchio,,"['Animation', 'Family']"
Pretty Woman,,"['Romance', 'Comedy']"
Window to Paris,,"['Comedy', 'Drama', 'Fantasy']"
The Wild Bunch,,"['Adventure', 'Western']"
Love and a .45,,"['Crime', 'Thriller']"
The Wooden Man's Bride,,"['Drama', 'Foreign', 'Romance']"
A Great Day in Harlem,,[]
Bye Bye Love,,"['Comedy', 'Romance']"
One Fine Day,,"['Comedy', 'Romance']"
Candyman: Farewell to the Flesh,Candyman Collection,['Horror']
Century,,"['Romance', 'Drama']"
Fargo,,"['Crime', 'Drama', 'Thriller']"
Homeward Bound II: Lost in San Francisco,Homeward Bound Collection,"['Adventure', 'Comedy', 'Drama', 'Family']"
Heavy Metal,Heavy Metal Collection,"['Animation', 'Science Fiction']"
Hellraiser: Bloodline,Hellraiser Collection,"['Horror', 'Thriller', 'Science Fiction']"
The Pallbearer,,"['Comedy', 'Romance']"
Jane Eyre,,"['Drama', 'Romance']"
Loaded,,"['Drama', 'Mystery', 'Thriller']"
Bread and Chocolate,,"['Comedy', 'Foreign']"
The Aristocats,,"['Animation', 'Comedy', 'Family', 'Adventure']"
The Flower of My Secret,,"['Drama', 'Romance']"
Two Much,,"['Comedy', 'Romance']"
Ed,,"['Comedy', 'Family']"
Scream of Stone,,"['Adventure', 'Drama', 'Documentary']"
My Favorite Season,,['Drama']
A Modern Affair,,[]
Condition Red,,"['Thriller', 'Action', 'Drama']"
Halfaouine: Boy of the Terraces,,"['Comedy', 'Drama']"
A Thin Line Between Love and Hate,,"['Comedy', 'Thriller', 'Crime', 'Romance']"
The Last Supper,,"['Comedy', 'Thriller', 'Crime', 'Drama']"
Primal Fear,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Rude,,[]
Carried Away,,"['Drama', 'Romance']"
All Dogs Go to Heaven 2,All Dogs Go to Heaven Collection,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']"
Land and Freedom,,"['Drama', 'History', 'War', 'Romance']"
Denise Calls Up,,['Comedy']
Theodore Rex,,"['Fantasy', 'Science Fiction', 'Family']"
A Family Thing,,"['Comedy', 'Drama']"
Frisk,,"['Drama', 'Thriller']"
Sgt. Bilko,,"['Comedy', 'Family']"
Jack & Sarah,,"['Comedy', 'Drama', 'Romance']"
Girl 6,,['Comedy']
Diabolique,,"['Drama', 'Horror', 'Mystery', 'Thriller']"
"Little Indian, Big City",,"['Adventure', 'Drama', 'Comedy', 'Family']"
Roula,,"['Romance', 'Drama']"
Peanuts – Die Bank zahlt alles,,['Comedy']
Happy Weekend,,['Comedy']
Nelly and Monsieur Arnaud,,"['Drama', 'Romance']"
Courage Under Fire,,"['Drama', 'Thriller', 'Mystery', 'War']"
Mission: Impossible,Mission: Impossible Collection,"['Adventure', 'Action', 'Thriller']"
Cold Fever,,"['Drama', 'Comedy']"
Moll Flanders,,"['Drama', 'Romance']"
The Superwife,,['Comedy']
"301, 302",,"['Horror', 'Mystery', 'Thriller']"
DragonHeart,DragonHeart Collection,['Fantasy']
Und keiner weint mir nach,,['Drama']
My Mother's Courage,,['Drama']
Eddie,,"['Action', 'Comedy']"
Yankee Zulu,,"['Drama', 'Comedy']"
Billy's Holiday,,[]
Purple Noon,,"['Crime', 'Drama', 'Thriller']"
August,,"['Romance', 'Comedy', 'Drama']"
James and the Giant Peach,,"['Adventure', 'Animation', 'Family']"
Fear,,"['Drama', 'Thriller', 'Romance']"
Kids in the Hall: Brain Candy,,['Comedy']
Faithful,,"['Comedy', 'Crime', 'Drama']"
Underground,,"['War', 'Drama', 'Comedy']"
All Things Fair,,"['War', 'Drama', 'Romance']"
Bloodsport II,Bloodsport Collection,"['Action', 'Thriller']"
Pather Panchali,The Apu Collection,['Drama']
The World of Apu,The Apu Collection,['Drama']
Mystery Science Theater 3000: The Movie,,"['Comedy', 'Science Fiction']"
Tarantella,,[]
Space Jam,,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']"
Barbarella,,['Science Fiction']
Hostile Intentions,,"['Thriller', 'Action', 'Drama']"
They Bite,,"['Comedy', 'Horror', 'Science Fiction']"
Some Folks Call It a Sling Blade,,"['Drama', 'Thriller']"
The Run of the Country,,"['Drama', 'Romance']"
Alphaville,Lemmy Caution Collection,"['Drama', 'Science Fiction', 'Mystery']"
Coup de Torchon,,['Drama']
Tigrero: A Film That Was Never Made,,"['Documentary', 'Foreign']"
The Eye of Vichy,,[]
Windows,,"['Horror', 'Drama', 'Thriller']"
It's My Party,,['Drama']
Country Life,,"['Drama', 'Romance']"
Operation Dumbo Drop,,"['Action', 'Adventure', 'Comedy', 'Family']"
The Promise,,"['Drama', 'Romance']"
Mrs. Winterbourne,,"['Comedy', 'Romance', 'Drama']"
Solo,,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Under The Domim Tree,,"['Drama', 'Foreign']"
The Substitute,The Substitute Collection,"['Action', 'Thriller']"
True Crime,,"['Crime', 'Mystery', 'Thriller']"
Butterfly Kiss,,"['Crime', 'Drama', 'Romance', 'Thriller']"
Feeling Minnesota,,"['Action', 'Comedy', 'Drama', 'Thriller']"
Delta of Venus,,"['Drama', 'Romance']"
To Cross the Rubicon,,[]
Angus,,"['Comedy', 'Drama', 'Family', 'Romance']"
Priest Daens,,"['Drama', 'History']"
Faces,,['Drama']
Boys,,"['Romance', 'Drama', 'Mystery']"
The Quest,,"['Action', 'Adventure']"
Cosi,,"['Comedy', 'Romance']"
Sunset Park,,['Drama']
Mulholland Falls,,"['Drama', 'Mystery', 'Thriller']"
The Truth About Cats & Dogs,,"['Comedy', 'Romance']"
Oliver & Company,,"['Animation', 'Comedy', 'Family']"
Celtic Pride,,['Comedy']
Flipper,,"['Adventure', 'Family']"
Captives,,"['Drama', 'Thriller', 'Mystery', 'Romance']"
Of Love and Shadows,,['Drama']
Dead Man,,"['Drama', 'Fantasy', 'Western']"
The Horseman on the Roof,,"['War', 'Adventure', 'Drama', 'Romance']"
Switchblade Sisters,,"['Action', 'Crime', 'Drama']"
Mouth to Mouth,,"['Comedy', 'Foreign']"
The Visitors,The Visitors Collection,"['Fantasy', 'Comedy', 'Science Fiction']"
Multiplicity,,"['Comedy', 'Fantasy', 'Science Fiction']"
"The Haunted World of Edward D. Wood, Jr.",,['Documentary']
Two Friends,,"['Drama', 'Foreign']"
The Craft,,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
The Great White Hype,,"['Comedy', 'Drama']"
Last Dance,,"['Drama', 'Thriller']"
Cold Comfort Farm,,"['Comedy', 'Drama', 'Romance']"
"Institute Benjamenta, or This Dream People Call Human Life",,"['Animation', 'Drama']"
Heaven's Prisoners,,"['Drama', 'Mystery', 'Thriller']"
Original Gangstas,,"['Action', 'Drama', 'Crime', 'Thriller']"
The Rock,,"['Action', 'Adventure', 'Thriller']"
Getting Away with Murder,,['Comedy']
Cemetery Man,,"['Fantasy', 'Drama', 'Horror', 'Comedy']"
Twister,,"['Action', 'Adventure', 'Drama']"
Barb Wire,,"['Action', 'Science Fiction']"
Le Garçu,,['Drama']
Honeymoon,,['Comedy']
Ghost in the Shell,Ghost in the Shell Collection,"['Action', 'Animation', 'Science Fiction']"
Thinner,,"['Horror', 'Thriller']"
Spy Hard,,"['Action', 'Comedy']"
Brothers in Trouble,,"['Comedy', 'Drama']"
A Close Shave,Wallace & Gromit Collection,"['Family', 'Animation', 'Comedy']"
Force of Evil,,"['Drama', 'Action', 'Crime']"
The Stupids,,"['Comedy', 'Family']"
The Arrival,The Arrival Collection,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
The Man from Down Under,,"['Drama', 'War']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,"['Drama', 'Comedy', 'War']"
Careful,,"['Horror', 'Comedy', 'Drama', 'Fantasy']"
A Month by the Lake,,"['Comedy', 'Drama', 'Romance']"
Gold Diggers: The Secret of Bear Mountain,,['Drama']
Kim,,"['Family', 'Adventure']"
Carmen Miranda: Bananas Is My Business,,['Documentary']
Ashes of Time,,"['Drama', 'Action']"
The Jar,,[]
Maya Lin: A Strong Clear Vision,,['Documentary']
Stalingrad,,"['Drama', 'History', 'War']"
The Phantom,,"['Adventure', 'Action']"
Striptease,,"['Drama', 'Thriller', 'Crime']"
The Last of the High Kings,,"['Drama', 'Comedy']"
Heavy,,"['Drama', 'Romance']"
Jack,,"['Comedy', 'Drama', 'Science Fiction']"
I Shot Andy Warhol,,['Drama']
The Grass Harp,,"['Comedy', 'Drama', 'Family']"
Someone Else's America,,['Drama']
Life is Rosy,,"['Music', 'Romance']"
Quartier Mozart,,[]
Touki Bouki,"Martin Scorsese’s World Cinema Project, Vol. 1","['Drama', 'Romance']"
God's Gift,,['Drama']
Spirits of the Dead,,"['Drama', 'Mystery', 'Horror']"
Babyfever,,[]
Pharaoh's  Army,,"['Western', 'Drama', 'War']"
Trainspotting,Trainspotting Collection,"['Drama', 'Crime']"
Til There Was You,,"['Comedy', 'Romance']"
Independence Day,Independence Day Collection,"['Action', 'Adventure', 'Science Fiction']"
Stealing Beauty,,"['Drama', 'Romance']"
The Fan,,"['Drama', 'Mystery', 'Thriller']"
The Hunchback of Notre Dame,The Hunchback of Notre Dame Collection,"['Drama', 'Animation', 'Family']"
The Cable Guy,,"['Comedy', 'Drama', 'Thriller']"
Kingpin,,['Comedy']
Eraser,,"['Action', 'Drama', 'Mystery', 'Thriller']"
The Gate of Heavenly Peace,,['Documentary']
The Nutty Professor,The Nutty Professor Collection,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']"
"I, the Worst of All",,"['Drama', 'Foreign']"
An Unforgettable Summer,,"['Drama', 'Romance', 'War']"
A Hungarian Fairy Tale,,[]
My Life and Times With Antonin Artaud,,[]
Midnight Dancers,,[]
Somebody to Love,,"['Comedy', 'Drama']"
A Very Natural Thing,,['Drama']
The Old Lady Who Walked in the Sea,,['Comedy']
Daylight,,"['Action', 'Adventure', 'Thriller']"
The Frighteners,,"['Horror', 'Comedy']"
Lone Star,,"['Drama', 'Mystery', 'Romance']"
Harriet the Spy,,"['Comedy', 'Drama', 'Family']"
Phenomenon,,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']"
Walking and Talking,,"['Comedy', 'Drama', 'Romance']"
She's the One,,"['Comedy', 'Romance']"
A Time to Kill,,"['Crime', 'Drama', 'Thriller']"
American Buffalo,,['Drama']
Rendezvous in Paris,,"['Romance', 'Comedy']"
Alaska,,['Adventure']
Fled,,"['Action', 'Comedy', 'Thriller']"
Kazaam,,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
Magic Hunter,,[]
Larger Than Life,,"['Family', 'Comedy']"
A Boy Called Hate,,[]
Power 98,,"['Action', 'Mystery', 'Thriller']"
Two Deaths,,"['War', 'Drama']"
A Very Brady Sequel,The Brady Bunch Collection,['Comedy']
Stefano Quantestorie,,['Comedy']
Death in the Garden,,"['Adventure', 'Drama']"
Hedd Wyn,,"['War', 'Drama']"
La Collectionneuse,,"['Drama', 'Comedy', 'Romance']"
Kaspar Hauser,,"['Drama', 'Foreign']"
Regular Guys,,"['Comedy', 'Foreign']"
Diebinnen,,['Drama']
The Convent,,['Thriller']
The Adventures of Pinocchio,,"['Animation', 'Family', 'Fantasy']"
Joe's Apartment,,"['Fantasy', 'Comedy', 'Music']"
The First Wives Club,,['Comedy']
Stonewall,,"['Romance', 'Drama', 'Comedy']"
Ransom,,"['Action', 'Thriller']"
High School High,,['Comedy']
Phat Beach,,['Comedy']
Foxfire,,"['Action', 'Drama', 'Thriller']"
Chain Reaction,,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
Matilda,,"['Comedy', 'Family', 'Fantasy']"
Emma,,"['Drama', 'Comedy', 'Romance']"
The Crow: City of Angels,The Crow Collection,"['Action', 'Fantasy', 'Thriller']"
House Arrest,,"['Comedy', 'Family']"
Eyes Without a Face,,"['Drama', 'Horror', 'Thriller']"
Bordello of Blood,Tales from the Crypt Collection,"['Horror', 'Comedy']"
Lotto Land,,['Drama']
The Story of Xinghua,,[]
The Day the Sun Turned Cold,,[]
Flirt,,"['Drama', 'Romance']"
The Big Squeeze,,['Drama']
The Spitfire Grill,,"['Comedy', 'Drama']"
Escape from L.A.,Escape From ... Collection,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Cyclo,,"['Crime', 'Drama']"
Basquiat,,"['Drama', 'History']"
Tin Cup,,"['Comedy', 'Drama', 'Romance']"
Dingo,,"['Drama', 'Music']"
The Ballad of Narayama,,['Drama']
Every Other Weekend,,['Drama']
Mille bolle blu,,[]
Crows and Sparrows,,[]
The Godfather,The Godfather Collection,"['Drama', 'Crime']"
Maybe... Maybe Not,,"['Comedy', 'Drama']"
Police Story 3: Supercop,Police Story Collection,"['Action', 'Crime', 'Thriller']"
Manny & Lo,,"['Drama', 'Comedy']"
Wife,,['Drama']
Small Faces,,[]
Bound,,"['Crime', 'Drama', 'Romance', 'Thriller']"
Carpool,,"['Comedy', 'Family']"
Death in Brunswick,,['Drama']
Kansas City,,"['Thriller', 'Drama', 'Music', 'Crime']"
Gone Fishin',,"['Comedy', 'Family']"
Lover's Knot,,"['Romance', 'Comedy']"
Vive L'Amour,,['Drama']
Shadow of Angels,,['Drama']
Killer: A Journal of Murder,,['Drama']
Nothing to Lose,,"['Action', 'Crime', 'Drama']"
Project S,Police Story Collection,"['Action', 'Adventure', 'Crime']"
Girls Town,,"['Comedy', 'Drama']"
Bye-Bye,,['Drama']
The Relic,,"['Horror', 'Mystery', 'Thriller']"
The Island of Dr. Moreau,,"['Fantasy', 'Horror', 'Science Fiction']"
First Kid,,"['Comedy', 'Family']"
The Trigger Effect,,"['Drama', 'Thriller']"
Sweet Nothing,,[]
Bogus,,"['Fantasy', 'Comedy', 'Family']"
Bulletproof,,"['Action', 'Adventure', 'Comedy', 'Thriller']"
Talk of Angels,,"['Drama', 'Romance', 'War']"
The Land Before Time III: The Time of the Great Giving,The Land Before Time Collection,"['Animation', 'Adventure', 'Family']"
1-900,,[]
Baton Rouge,,['Thriller']
Halloween: The Curse of Michael Myers,Halloween Collection,"['Horror', 'Thriller']"
Twelfth Night,,"['Drama', 'Comedy', 'Romance']"
Mother Night,,"['Drama', 'History']"
Liebelei,,"['Drama', 'Romance']"
Venice,,"['Drama', 'Romance']"
Wild Reeds,,"['Drama', 'Romance']"
For Whom the Bell Tolls,,"['Drama', 'History', 'Romance', 'Thriller']"
The Philadelphia Story,,"['Comedy', 'Romance']"
Singin' in the Rain,,"['Comedy', 'Music', 'Romance']"
An American in Paris,,"['Drama', 'Comedy', 'Music', 'Romance']"
Funny Face,,"['Music', 'Comedy', 'Romance']"
Breakfast at Tiffany's,,"['Comedy', 'Drama', 'Romance']"
Vertigo,,"['Mystery', 'Romance', 'Thriller']"
Rear Window,,"['Drama', 'Mystery', 'Thriller']"
It Happened One Night,,"['Comedy', 'Romance']"
Gaslight,,"['Drama', 'Mystery', 'Thriller', 'Crime']"
The Gay Divorcee,,"['Comedy', 'Music', 'Romance']"
North by Northwest,,"['Mystery', 'Thriller']"
The Apartment,,"['Comedy', 'Drama', 'Romance']"
Some Like It Hot,,"['Comedy', 'Romance']"
Charade,,"['Comedy', 'Mystery', 'Romance', 'Thriller']"
Casablanca,,"['Drama', 'Romance']"
The Maltese Falcon,,"['Mystery', 'Crime', 'Thriller']"
My Fair Lady,,"['Drama', 'Family', 'Music', 'Romance']"
Sabrina,,"['Comedy', 'Drama', 'Romance']"
Roman Holiday,,"['Comedy', 'Romance']"
The Little Princess,,"['Drama', 'Comedy', 'Family']"
Meet Me in St. Louis,,"['Comedy', 'Music', 'Romance']"
The Wizard of Oz,,"['Adventure', 'Family', 'Fantasy']"
Gone with the Wind,,"['Drama', 'Romance', 'War']"
My Favorite Year,,"['Comedy', 'Drama']"
Sunset Boulevard,,['Drama']
Citizen Kane,,"['Mystery', 'Drama']"
2001: A Space Odyssey,The Space Odyssey Series,"['Science Fiction', 'Mystery', 'Adventure']"
Golden Earrings,,"['Adventure', 'Romance']"
All About Eve,,['Drama']
The Women,,"['Comedy', 'Drama']"
Rebecca,,"['Drama', 'Mystery']"
Foreign Correspondent,,"['Mystery', 'Thriller', 'War']"
Notorious,,"['Thriller', 'Drama', 'Romance']"
Spellbound,,"['Drama', 'Mystery', 'Thriller']"
An Affair to Remember,,"['Drama', 'Romance']"
To Catch a Thief,,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
Father of the Bride,,"['Comedy', 'Drama', 'Family', 'Romance']"
The Band Wagon,,"['Comedy', 'Music']"
Ninotchka,,"['Comedy', 'Romance']"
Love in the Afternoon,,"['Comedy', 'Drama', 'Romance']"
Gigi,,"['Comedy', 'Music', 'Romance']"
The Reluctant Debutante,,"['Comedy', 'Romance']"
The Adventures of Robin Hood,,"['Action', 'Adventure', 'Romance']"
The Mark of Zorro,,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']"
Laura,,"['Drama', 'Mystery']"
The Ghost and Mrs. Muir,,"['Fantasy', 'Romance', 'Mystery']"
Lost Horizon,,"['Adventure', 'Fantasy', 'Drama', 'Mystery']"
Top Hat,,"['Comedy', 'Music', 'Romance']"
To Be or Not to Be,,"['Comedy', 'War']"
My Man Godfrey,,"['Comedy', 'Romance']"
Giant,,"['Action', 'Drama', 'Western']"
East of Eden,,['Drama']
The Thin Man,The Thin Man Collection,"['Comedy', 'Crime', 'Mystery']"
His Girl Friday,,"['Comedy', 'Drama']"
Around the World in Eighty Days,,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
It's a Wonderful Life,,"['Drama', 'Family', 'Fantasy']"
Mr. Smith Goes to Washington,,"['Comedy', 'Drama']"
Bringing Up Baby,,"['Comedy', 'Romance']"
Penny Serenade,,"['Drama', 'Romance']"
The Scarlet Letter,,['Drama']
Lady of Burlesque,,"['Comedy', 'Thriller', 'Mystery', 'Romance']"
Of Human Bondage,,['Drama']
Angel on My Shoulder,,"['Comedy', 'Fantasy', 'Romance']"
Little Lord Fauntleroy,,"['Drama', 'Family']"
They Made Me a Criminal,,"['Thriller', 'Crime', 'Drama', 'Mystery']"
The Inspector General,,"['Comedy', 'Music', 'Romance']"
Angel and the Badman,,"['Romance', 'Western']"
The 39 Steps,,"['Action', 'Thriller', 'Mystery']"
